Material,Material Description,SLoc,Quantity,Pstng Date,,,,,,,,,,,,,
111,SCPU,5001,-1,9/12/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/12/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/12/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/12/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/12/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5021,1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5046,-1,9/11/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5026,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,9/10/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/9/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5043,1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5039,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/8/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/7/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5030,1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5006,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5030,1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/6/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5033,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,9/5/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5046,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5014,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5033,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/4/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5046,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5004,-1,9/3/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/2/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5041,1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,9/1/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5022,1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5022,1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5019,-5,10/31/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5010,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/31/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5019,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5019,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,1,10/30/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5033,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5003,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,10/29/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/28/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5039,1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5039,1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5005,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5001,1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/27/2025,,,,,,,,,,,,,
111,SCPU,5014,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5030,1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5025,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5025,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5025,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5026,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5006,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5030,1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/25/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5024,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5004,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/24/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5032,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5031,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5042,-1,10/23/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5023,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5061,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5030,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5011,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5043,-1,10/22/2025,,,,,,,,,,,,,
111,SCPU,5022,-1,10/20/2025,,,,,,,,,,,,,
111,SCPU,5001,-1,10/20/2025,,,,,,,,,,,,,
111,SCPU,5041,-1,10/20/2025,,,,,,,,,,,,,
111,SCPU,5021,-1,10/20/2025,,,,,,,,,,,,,
