Material,SLoc,Quantity,Pstng Date,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Equipment,Technician name
102,5001,-2,12/24/2024,,,,,,,,,,,,,
102,5030,-1,12/24/2024,,,,,,,,,,,,,
102,5041,-1,12/25/2024,,,,,,,,,,,,,
102,5041,-4,12/25/2024,,,,,,,,,,,,,
102,5041,-1,12/25/2024,,,,,,,,,,,,,
102,5001,-2,12/26/2024,,,,,,,,,,,,,
102,5024,-1,12/27/2024,,,,,,,,,,,,,
102,5003,-1,12/27/2024,,,,,,,,,,,,,
102,5042,-1,12/27/2024,,,,,,,,,,,,,
102,5001,-2,12/28/2024,,,,,,,,,,,,,
102,5011,-2,12/30/2024,,,,,,,,,,,,,
102,5021,-1,12/30/2024,,,,,,,,,,,,,
102,5014,-2,12/30/2024,,,,,,,,,,,,,
102,5043,-1,12/30/2024,,,,,,,,,,,,,
102,5007,-1,12/31/2024,,,,,,,,,,,,,
102,5021,1,12/31/2024,,,,,,,,,,,,,
102,5002,-1,1/4/2023,,,,,,,,,,,,,
102,5030,-1,1/4/2023,,,,,,,,,,,,,
102,5030,-1,1/4/2023,,,,,,,,,,,,,
102,5001,-2,1/4/2023,,,,,,,,,,,,,
102,5030,-1,1/4/2023,,,,,,,,,,,,,
102,5030,-1,1/4/2023,,,,,,,,,,,,,
102,5001,-1,1/4/2023,,,,,,,,,,,,,
102,5030,-1,1/5/2023,,,,,,,,,,,,,
102,5029,-1,1/5/2023,,,,,,,,,,,,,
102,5041,-1,1/5/2023,,,,,,,,,,,,,
102,5002,-4,1/6/2023,,,,,,,,,,,,,
102,5023,-1,1/6/2023,,,,,,,,,,,,,
102,5001,-1,1/6/2023,,,,,,,,,,,,,
102,5039,-1,1/6/2023,,,,,,,,,,,,,
102,5002,-4,1/6/2023,,,,,,,,,,,,,
102,5001,-1,1/7/2023,,,,,,,,,,,,,
102,5001,-1,1/7/2023,,,,,,,,,,,,,
102,5022,-1,1/7/2023,,,,,,,,,,,,,
102,5030,-1,1/7/2023,,,,,,,,,,,,,
102,5030,-1,1/9/2023,,,,,,,,,,,,,
102,5011,-2,1/9/2023,,,,,,,,,,,,,
102,5003,-2,1/9/2023,,,,,,,,,,,,,
102,5021,1,1/10/2023,,,,,,,,,,,,,
102,5021,-1,1/10/2023,,,,,,,,,,,,,
102,5030,-1,1/10/2023,,,,,,,,,,,,,
102,5001,-6,1/10/2023,,,,,,,,,,,,,
102,5011,-3,1/11/2023,,,,,,,,,,,,,
102,5030,-1,1/11/2023,,,,,,,,,,,,,
102,5011,-3,1/11/2023,,,,,,,,,,,,,
102,5030,-1,1/11/2023,,,,,,,,,,,,,
102,5001,-4,1/12/2023,,,,,,,,,,,,,
102,5010,-2,1/12/2023,,,,,,,,,,,,,
102,5001,-2,1/12/2023,,,,,,,,,,,,,
102,5061,-1,1/12/2023,,,,,,,,,,,,,
102,5042,-2,1/13/2023,,,,,,,,,,,,,
102,5042,-1,1/13/2023,,,,,,,,,,,,,
102,5042,-2,1/13/2023,,,,,,,,,,,,,
102,5009,-1,1/14/2023,,,,,,,,,,,,,
102,5026,-1,1/14/2023,,,,,,,,,,,,,
102,5041,-1,1/16/2023,,,,,,,,,,,,,
102,5030,-1,1/16/2023,,,,,,,,,,,,,
102,5041,-1,1/17/2023,,,,,,,,,,,,,
102,5041,-1,1/17/2023,,,,,,,,,,,,,
102,5030,-1,1/17/2023,,,,,,,,,,,,,
102,5010,-1,1/18/2023,,,,,,,,,,,,,
102,5010,-1,1/18/2023,,,,,,,,,,,,,
102,5025,-1,1/18/2023,,,,,,,,,,,,,
102,5011,-1,1/18/2023,,,,,,,,,,,,,
102,5003,-1,1/18/2023,,,,,,,,,,,,,
102,5030,-2,1/18/2023,,,,,,,,,,,,,
102,5030,-1,1/19/2023,,,,,,,,,,,,,
102,5011,-2,1/19/2023,,,,,,,,,,,,,
102,5042,-2,1/19/2023,,,,,,,,,,,,,
102,5011,-2,1/19/2023,,,,,,,,,,,,,
102,5030,-1,1/20/2023,,,,,,,,,,,,,
102,5030,-1,1/21/2023,,,,,,,,,,,,,
102,5005,-1,1/21/2023,,,,,,,,,,,,,
102,5011,-2,1/23/2023,,,,,,,,,,,,,
102,5021,-1,1/24/2023,,,,,,,,,,,,,
102,5001,-1,1/24/2023,,,,,,,,,,,,,
102,5026,-1,1/24/2023,,,,,,,,,,,,,
102,5009,-1,1/25/2023,,,,,,,,,,,,,
102,5041,-1,1/25/2023,,,,,,,,,,,,,
102,5030,-1,1/25/2023,,,,,,,,,,,,,
102,5030,-2,1/25/2023,,,,,,,,,,,,,
102,5030,-1,1/25/2023,,,,,,,,,,,,,
102,5030,-1,1/25/2023,,,,,,,,,,,,,
102,5021,-1,1/27/2023,,,,,,,,,,,,,
102,5002,-4,1/27/2023,,,,,,,,,,,,,
102,5002,-1,1/27/2023,,,,,,,,,,,,,
102,5021,-1,1/27/2023,,,,,,,,,,,,,
102,5024,-2,1/28/2023,,,,,,,,,,,,,
102,5002,-4,1/28/2023,,,,,,,,,,,,,
102,5002,-2,1/30/2023,,,,,,,,,,,,,
102,5021,-2,1/30/2023,,,,,,,,,,,,,
102,5002,-2,1/30/2023,,,,,,,,,,,,,
102,5030,-1,1/30/2023,,,,,,,,,,,,,
102,5002,-2,1/30/2023,,,,,,,,,,,,,
102,5062,-1,1/30/2023,,,,,,,,,,,,,
102,5041,-1,1/30/2023,,,,,,,,,,,,,
102,5041,-2,1/31/2023,,,,,,,,,,,,,
102,5001,-1,1/31/2023,,,,,,,,,,,,,
102,5009,-1,1/31/2023,,,,,,,,,,,,,
102,5021,-2,1/31/2023,,,,,,,,,,,,,
102,5023,-2,1/31/2023,,,,,,,,,,,,,
102,5030,-2,1/31/2023,,,,,,,,,,,,,
102,5021,-1,1/31/2023,,,,,,,,,,,,,
102,5022,-1,2/1/2023,,,,,,,,,,,,,
102,5021,-1,2/1/2023,,,,,,,,,,,,,
102,5021,1,2/1/2023,,,,,,,,,,,,,
102,5021,-1,2/1/2023,,,,,,,,,,,,,
102,5021,-1,2/1/2023,,,,,,,,,,,,,
102,5001,-2,2/1/2023,,,,,,,,,,,,,
102,5002,-4,2/2/2023,,,,,,,,,,,,,
102,5002,-2,2/2/2023,,,,,,,,,,,,,
102,5002,-4,2/2/2023,,,,,,,,,,,,,
102,5021,-1,2/3/2023,,,,,,,,,,,,,
102,5021,-1,2/3/2023,,,,,,,,,,,,,
102,5041,-1,2/4/2023,,,,,,,,,,,,,
102,5030,-2,2/4/2023,,,,,,,,,,,,,
102,5011,-1,2/6/2023,,,,,,,,,,,,,
102,5011,-3,2/6/2023,,,,,,,,,,,,,
102,5021,-1,2/6/2023,,,,,,,,,,,,,
102,5030,-1,2/6/2023,,,,,,,,,,,,,
102,5021,-1,2/6/2023,,,,,,,,,,,,,
102,5042,-2,2/7/2023,,,,,,,,,,,,,
102,5023,-1,2/7/2023,,,,,,,,,,,,,
102,5030,-1,2/7/2023,,,,,,,,,,,,,
102,5023,-1,2/7/2023,,,,,,,,,,,,,
102,5041,-1,2/7/2023,,,,,,,,,,,,,
102,5001,-1,2/8/2023,,,,,,,,,,,,,
102,5021,-1,2/8/2023,,,,,,,,,,,,,
102,5022,-1,2/8/2023,,,,,,,,,,,,,
102,5021,-1,2/8/2023,,,,,,,,,,,,,
102,5001,-4,2/8/2023,,,,,,,,,,,,,
102,5001,-2,2/8/2023,,,,,,,,,,,,,
102,5021,-1,2/8/2023,,,,,,,,,,,,,
102,5003,-1,2/8/2023,,,,,,,,,,,,,
102,5030,-1,2/8/2023,,,,,,,,,,,,,
102,5001,-5,2/8/2023,,,,,,,,,,,,,
102,5021,-2,2/8/2023,,,,,,,,,,,,,
102,5024,-1,2/9/2023,,,,,,,,,,,,,
102,5001,-2,2/9/2023,,,,,,,,,,,,,
102,5023,-1,2/9/2023,,,,,,,,,,,,,
102,5042,-1,2/9/2023,,,,,,,,,,,,,
102,5002,-2,2/10/2023,,,,,,,,,,,,,
102,5021,-1,2/10/2023,,,,,,,,,,,,,
102,5002,-2,2/10/2023,,,,,,,,,,,,,
102,5002,-2,2/10/2023,,,,,,,,,,,,,
102,5021,-1,2/10/2023,,,,,,,,,,,,,
102,5014,-2,2/10/2023,,,,,,,,,,,,,
102,5021,-1,2/10/2023,,,,,,,,,,,,,
102,5001,-4,2/10/2023,,,,,,,,,,,,,
102,5002,2,2/10/2023,,,,,,,,,,,,,
102,5022,-2,2/11/2023,,,,,,,,,,,,,
102,5001,-2,2/11/2023,,,,,,,,,,,,,
102,5021,-1,2/13/2023,,,,,,,,,,,,,
102,5001,-2,2/13/2023,,,,,,,,,,,,,
102,5042,-1,2/13/2023,,,,,,,,,,,,,
102,5023,-1,2/13/2023,,,,,,,,,,,,,
102,5042,-1,2/14/2023,,,,,,,,,,,,,
102,5022,-3,2/14/2023,,,,,,,,,,,,,
102,5002,-3,2/14/2023,,,,,,,,,,,,,
102,5009,-1,2/14/2023,,,,,,,,,,,,,
102,5002,-2,2/15/2023,,,,,,,,,,,,,
102,5011,-2,2/15/2023,,,,,,,,,,,,,
102,5030,-1,2/15/2023,,,,,,,,,,,,,
102,5021,-2,2/16/2023,,,,,,,,,,,,,
102,5021,-1,2/16/2023,,,,,,,,,,,,,
102,5042,-1,2/17/2023,,,,,,,,,,,,,
102,5041,-1,2/17/2023,,,,,,,,,,,,,
102,5042,-2,2/17/2023,,,,,,,,,,,,,
102,5001,-4,2/18/2023,,,,,,,,,,,,,
102,5021,-1,2/18/2023,,,,,,,,,,,,,
102,5042,-2,2/20/2023,,,,,,,,,,,,,
102,5042,-1,2/20/2023,,,,,,,,,,,,,
102,5042,-2,2/20/2023,,,,,,,,,,,,,
102,5021,1,2/20/2023,,,,,,,,,,,,,
102,5001,-1,2/20/2023,,,,,,,,,,,,,
102,5009,-1,2/20/2023,,,,,,,,,,,,,
102,5022,-1,2/21/2023,,,,,,,,,,,,,
102,5021,-2,2/21/2023,,,,,,,,,,,,,
102,5001,-2,2/21/2023,,,,,,,,,,,,,
102,5014,-1,2/21/2023,,,,,,,,,,,,,
102,5021,-1,2/21/2023,,,,,,,,,,,,,
102,5001,-3,2/22/2023,,,,,,,,,,,,,
102,5001,-2,2/22/2023,,,,,,,,,,,,,
102,5001,-4,2/22/2023,,,,,,,,,,,,,
102,5041,-1,2/22/2023,,,,,,,,,,,,,
102,5041,-1,2/22/2023,,,,,,,,,,,,,
102,5030,-1,2/22/2023,,,,,,,,,,,,,
102,5001,-2,2/22/2023,,,,,,,,,,,,,
102,5021,-1,2/23/2023,,,,,,,,,,,,,
102,5021,-1,2/23/2023,,,,,,,,,,,,,
102,5030,-2,2/23/2023,,,,,,,,,,,,,
102,5030,-1,2/23/2023,,,,,,,,,,,,,
102,5001,-2,2/23/2023,,,,,,,,,,,,,
102,5023,-1,2/24/2023,,,,,,,,,,,,,
102,5030,-1,2/24/2023,,,,,,,,,,,,,
102,5003,-1,2/25/2023,,,,,,,,,,,,,
102,5042,-1,2/25/2023,,,,,,,,,,,,,
102,5021,-1,2/27/2023,,,,,,,,,,,,,
102,5021,-2,2/27/2023,,,,,,,,,,,,,
102,5005,-3,2/27/2023,,,,,,,,,,,,,
102,5011,-1,2/27/2023,,,,,,,,,,,,,
102,5011,-2,2/27/2023,,,,,,,,,,,,,
102,5021,-1,2/27/2023,,,,,,,,,,,,,
102,5011,-2,2/27/2023,,,,,,,,,,,,,
102,5029,-1,2/27/2023,,,,,,,,,,,,,
102,5005,-3,2/27/2023,,,,,,,,,,,,,
102,5021,1,2/27/2023,,,,,,,,,,,,,
102,5003,1,2/28/2023,,,,,,,,,,,,,
102,5061,-1,2/28/2023,,,,,,,,,,,,,
102,5003,-1,3/1/2023,,,,,,,,,,,,,
102,5036,-2,3/1/2023,,,,,,,,,,,,,
102,5030,-1,3/1/2023,,,,,,,,,,,,,
102,5039,-1,3/1/2023,,,,,,,,,,,,,
102,5036,2,3/1/2023,,,,,,,,,,,,,
102,5010,-1,3/1/2023,,,,,,,,,,,,,
102,5021,-1,3/2/2023,,,,,,,,,,,,,
102,5022,-2,3/2/2023,,,,,,,,,,,,,
102,5014,-2,3/2/2023,,,,,,,,,,,,,
102,5030,-1,3/3/2023,,,,,,,,,,,,,
102,5021,-1,3/3/2023,,,,,,,,,,,,,
102,5030,-1,3/3/2023,,,,,,,,,,,,,
102,5001,-6,3/4/2023,,,,,,,,,,,,,
102,5003,-1,3/4/2023,,,,,,,,,,,,,
102,5021,-2,3/6/2023,,,,,,,,,,,,,
102,5002,-4,3/6/2023,,,,,,,,,,,,,
102,5030,-1,3/6/2023,,,,,,,,,,,,,
102,5002,-4,3/6/2023,,,,,,,,,,,,,
102,5042,-4,3/6/2023,,,,,,,,,,,,,
102,5001,-2,3/6/2023,,,,,,,,,,,,,
102,5001,-2,3/6/2023,,,,,,,,,,,,,
102,5030,-1,3/6/2023,,,,,,,,,,,,,
102,5041,-1,3/7/2023,,,,,,,,,,,,,
102,5003,-2,3/8/2023,,,,,,,,,,,,,
102,5001,-2,3/8/2023,,,,,,,,,,,,,
102,5001,-1,3/8/2023,,,,,,,,,,,,,
102,5001,-1,3/8/2023,,,,,,,,,,,,,
102,5011,-1,3/9/2023,,,,,,,,,,,,,
102,5014,-2,3/9/2023,,,,,,,,,,,,,
102,5009,-1,3/10/2023,,,,,,,,,,,,,
102,5030,-1,3/10/2023,,,,,,,,,,,,,
102,5042,-1,3/10/2023,,,,,,,,,,,,,
102,5009,-1,3/10/2023,,,,,,,,,,,,,
102,5030,-2,3/10/2023,,,,,,,,,,,,,
102,5022,-6,3/11/2023,,,,,,,,,,,,,
102,5042,-1,3/11/2023,,,,,,,,,,,,,
102,5002,-2,3/11/2023,,,,,,,,,,,,,
102,5002,-2,3/11/2023,,,,,,,,,,,,,
102,5003,-2,3/11/2023,,,,,,,,,,,,,
102,5033,-1,3/13/2023,,,,,,,,,,,,,
102,5011,-4,3/13/2023,,,,,,,,,,,,,
102,5021,-1,3/13/2023,,,,,,,,,,,,,
102,5002,-2,3/13/2023,,,,,,,,,,,,,
102,5011,-2,3/13/2023,,,,,,,,,,,,,
102,5011,-1,3/13/2023,,,,,,,,,,,,,
102,5009,1,3/13/2023,,,,,,,,,,,,,
102,5002,-1,3/13/2023,,,,,,,,,,,,,
102,5021,-1,3/14/2023,,,,,,,,,,,,,
102,5001,-1,3/14/2023,,,,,,,,,,,,,
102,5011,-1,3/14/2023,,,,,,,,,,,,,
102,5011,-1,3/14/2023,,,,,,,,,,,,,
102,5002,-2,3/14/2023,,,,,,,,,,,,,
102,5041,-2,3/14/2023,,,,,,,,,,,,,
102,5030,-1,3/14/2023,,,,,,,,,,,,,
102,5002,-2,3/14/2023,,,,,,,,,,,,,
102,5001,-2,3/14/2023,,,,,,,,,,,,,
102,5021,1,3/15/2023,,,,,,,,,,,,,
102,5005,3,3/15/2023,,,,,,,,,,,,,
102,5011,-3,3/15/2023,,,,,,,,,,,,,
102,5005,1,3/15/2023,,,,,,,,,,,,,
102,5002,-2,3/15/2023,,,,,,,,,,,,,
102,5021,1,3/15/2023,,,,,,,,,,,,,
102,5002,-2,3/16/2023,,,,,,,,,,,,,
102,5005,-1,3/16/2023,,,,,,,,,,,,,
102,5030,-1,3/18/2023,,,,,,,,,,,,,
102,5021,-1,3/18/2023,,,,,,,,,,,,,
102,5021,-1,3/18/2023,,,,,,,,,,,,,
102,5001,-3,3/20/2023,,,,,,,,,,,,,
102,5010,-1,3/20/2023,,,,,,,,,,,,,
102,5024,-2,3/20/2023,,,,,,,,,,,,,
102,5024,-1,3/20/2023,,,,,,,,,,,,,
102,5021,-1,3/20/2023,,,,,,,,,,,,,
102,5041,-2,3/21/2023,,,,,,,,,,,,,
102,5030,-1,3/21/2023,,,,,,,,,,,,,
102,5030,-2,3/22/2023,,,,,,,,,,,,,
102,5030,-1,3/22/2023,,,,,,,,,,,,,
102,5030,-1,3/23/2023,,,,,,,,,,,,,
102,5021,-1,3/23/2023,,,,,,,,,,,,,
102,5042,-2,3/23/2023,,,,,,,,,,,,,
102,5001,-1,3/24/2023,,,,,,,,,,,,,
102,5021,-1,3/24/2023,,,,,,,,,,,,,
102,5030,-1,3/24/2023,,,,,,,,,,,,,
102,5014,-1,3/24/2023,,,,,,,,,,,,,
102,5030,-1,3/24/2023,,,,,,,,,,,,,
102,5030,-2,3/25/2023,,,,,,,,,,,,,
102,5030,-1,3/25/2023,,,,,,,,,,,,,
102,5014,-1,3/25/2023,,,,,,,,,,,,,
102,5022,-4,3/25/2023,,,,,,,,,,,,,
102,5011,-1,3/27/2023,,,,,,,,,,,,,
102,5043,-1,3/27/2023,,,,,,,,,,,,,
102,5062,-1,3/27/2023,,,,,,,,,,,,,
102,5011,-1,3/27/2023,,,,,,,,,,,,,
102,5011,-1,3/27/2023,,,,,,,,,,,,,
102,5043,-1,3/27/2023,,,,,,,,,,,,,
102,5024,-1,3/27/2023,,,,,,,,,,,,,
102,5021,1,3/27/2023,,,,,,,,,,,,,
102,5002,-4,3/27/2023,,,,,,,,,,,,,
102,5005,-1,3/28/2023,,,,,,,,,,,,,
102,5042,-2,3/29/2023,,,,,,,,,,,,,
102,5003,-4,3/29/2023,,,,,,,,,,,,,
102,5011,-2,3/29/2023,,,,,,,,,,,,,
102,5030,-1,3/30/2023,,,,,,,,,,,,,
102,5042,-3,3/30/2023,,,,,,,,,,,,,
102,5063,-1,3/30/2023,,,,,,,,,,,,,
102,5042,-1,3/30/2023,,,,,,,,,,,,,
102,5003,-1,3/30/2023,,,,,,,,,,,,,
102,5030,-2,3/31/2023,,,,,,,,,,,,,
102,5005,1,3/31/2023,,,,,,,,,,,,,
102,5021,-1,3/31/2023,,,,,,,,,,,,,
102,5046,-2,3/31/2023,,,,,,,,,,,,,
102,5005,-2,4/4/2023,,,,,,,,,,,,,
102,5002,-2,4/4/2023,,,,,,,,,,,,,
102,5030,-1,4/4/2023,,,,,,,,,,,,,
102,5022,-3,4/4/2023,,,,,,,,,,,,,
102,5021,-1,4/4/2023,,,,,,,,,,,,,
102,5001,-2,4/4/2023,,,,,,,,,,,,,
102,5021,1,4/4/2023,,,,,,,,,,,,,
102,5030,-1,4/4/2023,,,,,,,,,,,,,
102,5002,-2,4/4/2023,,,,,,,,,,,,,
102,5030,-1,4/4/2023,,,,,,,,,,,,,
102,5021,-1,4/4/2023,,,,,,,,,,,,,
102,5011,-3,4/5/2023,,,,,,,,,,,,,
102,5011,-3,4/5/2023,,,,,,,,,,,,,
102,5011,-1,4/5/2023,,,,,,,,,,,,,
102,5021,-2,4/5/2023,,,,,,,,,,,,,
102,5030,-1,4/5/2023,,,,,,,,,,,,,
102,5030,-1,4/6/2023,,,,,,,,,,,,,
102,5001,-2,4/6/2023,,,,,,,,,,,,,
102,5021,-1,4/6/2023,,,,,,,,,,,,,
102,5003,-1,4/7/2023,,,,,,,,,,,,,
102,5030,-1,4/7/2023,,,,,,,,,,,,,
102,5039,-1,4/7/2023,,,,,,,,,,,,,
102,5021,-2,4/7/2023,,,,,,,,,,,,,
102,5043,-1,4/8/2023,,,,,,,,,,,,,
102,5001,-3,4/10/2023,,,,,,,,,,,,,
102,5011,-3,4/10/2023,,,,,,,,,,,,,
102,5002,-1,4/10/2023,,,,,,,,,,,,,
102,5024,-1,4/10/2023,,,,,,,,,,,,,
102,5041,-1,4/10/2023,,,,,,,,,,,,,
102,5009,-1,4/11/2023,,,,,,,,,,,,,
102,5002,-2,4/11/2023,,,,,,,,,,,,,
102,5042,-1,4/11/2023,,,,,,,,,,,,,
102,5010,-1,4/11/2023,,,,,,,,,,,,,
102,5011,-1,4/11/2023,,,,,,,,,,,,,
102,5002,-2,4/11/2023,,,,,,,,,,,,,
102,5002,-4,4/11/2023,,,,,,,,,,,,,
102,5010,-1,4/11/2023,,,,,,,,,,,,,
102,5001,-2,4/12/2023,,,,,,,,,,,,,
102,5014,-2,4/12/2023,,,,,,,,,,,,,
102,5002,-1,4/13/2023,,,,,,,,,,,,,
102,5030,-2,4/13/2023,,,,,,,,,,,,,
102,5001,-1,4/13/2023,,,,,,,,,,,,,
102,5042,-1,4/13/2023,,,,,,,,,,,,,
102,5003,-1,4/13/2023,,,,,,,,,,,,,
102,5005,-1,4/14/2023,,,,,,,,,,,,,
102,5014,-1,4/14/2023,,,,,,,,,,,,,
102,5041,-1,4/15/2023,,,,,,,,,,,,,
102,5021,-1,4/17/2023,,,,,,,,,,,,,
102,5021,-1,4/17/2023,,,,,,,,,,,,,
102,5011,-2,4/17/2023,,,,,,,,,,,,,
102,5042,-2,4/17/2023,,,,,,,,,,,,,
102,5030,-1,4/17/2023,,,,,,,,,,,,,
102,5030,-2,4/17/2023,,,,,,,,,,,,,
102,5022,-1,4/17/2023,,,,,,,,,,,,,
102,5003,-1,4/18/2023,,,,,,,,,,,,,
102,5030,-1,4/18/2023,,,,,,,,,,,,,
102,5003,-1,4/18/2023,,,,,,,,,,,,,
102,5030,-1,4/19/2023,,,,,,,,,,,,,
102,5042,-1,4/20/2023,,,,,,,,,,,,,
102,5001,-3,4/20/2023,,,,,,,,,,,,,
102,5021,-1,4/22/2023,,,,,,,,,,,,,
102,5022,-2,4/22/2023,,,,,,,,,,,,,
102,5030,-1,4/22/2023,,,,,,,,,,,,,
102,5041,-1,4/24/2023,,,,,,,,,,,,,
102,5030,-1,4/24/2023,,,,,,,,,,,,,
102,5002,-2,4/24/2023,,,,,,,,,,,,,
102,5021,-1,4/24/2023,,,,,,,,,,,,,
102,5030,-1,4/25/2023,,,,,,,,,,,,,
102,5022,-1,4/25/2023,,,,,,,,,,,,,
102,5001,-6,4/25/2023,,,,,,,,,,,,,
102,5014,-1,4/25/2023,,,,,,,,,,,,,
102,5030,-1,4/25/2023,,,,,,,,,,,,,
102,5014,-1,4/25/2023,,,,,,,,,,,,,
102,5014,-1,4/25/2023,,,,,,,,,,,,,
102,5030,-1,4/26/2023,,,,,,,,,,,,,
102,5011,-2,4/26/2023,,,,,,,,,,,,,
102,5021,-1,4/26/2023,,,,,,,,,,,,,
102,5042,-2,4/26/2023,,,,,,,,,,,,,
102,5036,-2,4/27/2023,,,,,,,,,,,,,
102,5036,-2,4/27/2023,,,,,,,,,,,,,
102,5042,-1,4/28/2023,,,,,,,,,,,,,
102,5042,-2,4/29/2023,,,,,,,,,,,,,
102,5046,-1,4/29/2023,,,,,,,,,,,,,
102,5010,-2,4/29/2023,,,,,,,,,,,,,
102,5042,-2,5/1/2023,,,,,,,,,,,,,
102,5022,-4,5/1/2023,,,,,,,,,,,,,
102,5005,-1,5/1/2023,,,,,,,,,,,,,
102,5030,-2,5/2/2023,,,,,,,,,,,,,
102,5030,-1,5/2/2023,,,,,,,,,,,,,
102,5002,-2,5/2/2023,,,,,,,,,,,,,
102,5061,-2,5/2/2023,,,,,,,,,,,,,
102,5011,-2,5/3/2023,,,,,,,,,,,,,
102,5030,-1,5/3/2023,,,,,,,,,,,,,
102,5043,-1,5/3/2023,,,,,,,,,,,,,
102,5030,-1,5/3/2023,,,,,,,,,,,,,
102,5030,-1,5/3/2023,,,,,,,,,,,,,
102,5003,-1,5/4/2023,,,,,,,,,,,,,
102,5010,-1,5/4/2023,,,,,,,,,,,,,
102,5002,-2,5/4/2023,,,,,,,,,,,,,
102,5030,-2,5/5/2023,,,,,,,,,,,,,
102,5030,-1,5/5/2023,,,,,,,,,,,,,
102,5042,-1,5/5/2023,,,,,,,,,,,,,
102,5024,-1,5/5/2023,,,,,,,,,,,,,
102,5021,-1,5/6/2023,,,,,,,,,,,,,
102,5023,-1,5/6/2023,,,,,,,,,,,,,
102,5021,-1,5/6/2023,,,,,,,,,,,,,
102,5041,-1,5/6/2023,,,,,,,,,,,,,
102,5021,-1,5/8/2023,,,,,,,,,,,,,
102,5021,-1,5/8/2023,,,,,,,,,,,,,
102,5002,-2,5/8/2023,,,,,,,,,,,,,
102,5041,-1,5/8/2023,,,,,,,,,,,,,
102,5021,-1,5/8/2023,,,,,,,,,,,,,
102,5021,-2,5/8/2023,,,,,,,,,,,,,
102,5011,-2,5/8/2023,,,,,,,,,,,,,
102,5022,-1,5/8/2023,,,,,,,,,,,,,
102,5010,-1,5/8/2023,,,,,,,,,,,,,
102,5002,-2,5/8/2023,,,,,,,,,,,,,
102,5011,-4,5/8/2023,,,,,,,,,,,,,
102,5021,-1,5/8/2023,,,,,,,,,,,,,
102,5021,-1,5/9/2023,,,,,,,,,,,,,
102,5030,-1,5/9/2023,,,,,,,,,,,,,
102,5001,-2,5/9/2023,,,,,,,,,,,,,
102,5001,-1,5/10/2023,,,,,,,,,,,,,
102,5002,-2,5/10/2023,,,,,,,,,,,,,
102,5002,-2,5/10/2023,,,,,,,,,,,,,
102,5042,-1,5/10/2023,,,,,,,,,,,,,
102,5005,-2,5/10/2023,,,,,,,,,,,,,
102,5002,-2,5/10/2023,,,,,,,,,,,,,
102,5030,1,5/11/2023,,,,,,,,,,,,,
102,5030,-2,5/11/2023,,,,,,,,,,,,,
102,5021,-1,5/11/2023,,,,,,,,,,,,,
102,5002,-2,5/12/2023,,,,,,,,,,,,,
102,5009,-1,5/12/2023,,,,,,,,,,,,,
102,5002,-4,5/12/2023,,,,,,,,,,,,,
102,5011,-2,5/12/2023,,,,,,,,,,,,,
102,5023,-1,5/12/2023,,,,,,,,,,,,,
102,5023,-2,5/13/2023,,,,,,,,,,,,,
102,5021,-2,5/15/2023,,,,,,,,,,,,,
102,5023,-1,5/15/2023,,,,,,,,,,,,,
102,5002,-2,5/15/2023,,,,,,,,,,,,,
102,5022,-1,5/15/2023,,,,,,,,,,,,,
102,5022,-1,5/15/2023,,,,,,,,,,,,,
102,5023,-1,5/16/2023,,,,,,,,,,,,,
102,5022,-1,5/16/2023,,,,,,,,,,,,,
102,5030,-2,5/16/2023,,,,,,,,,,,,,
102,5022,-3,5/17/2023,,,,,,,,,,,,,
102,5021,-1,5/17/2023,,,,,,,,,,,,,
102,5010,-1,5/18/2023,,,,,,,,,,,,,
102,5042,-1,5/18/2023,,,,,,,,,,,,,
102,5021,-2,5/18/2023,,,,,,,,,,,,,
102,5021,-1,5/18/2023,,,,,,,,,,,,,
102,5023,-1,5/19/2023,,,,,,,,,,,,,
102,5021,1,5/19/2023,,,,,,,,,,,,,
102,5008,-1,5/19/2023,,,,,,,,,,,,,
102,5010,-1,5/20/2023,,,,,,,,,,,,,
102,5030,-1,5/20/2023,,,,,,,,,,,,,
102,5002,-2,5/20/2023,,,,,,,,,,,,,
102,5021,-2,5/22/2023,,,,,,,,,,,,,
102,5030,-2,5/22/2023,,,,,,,,,,,,,
102,5001,-1,5/22/2023,,,,,,,,,,,,,
102,5022,-1,5/22/2023,,,,,,,,,,,,,
102,5042,-1,5/22/2023,,,,,,,,,,,,,
102,5021,-1,5/22/2023,,,,,,,,,,,,,
102,5030,-1,5/22/2023,,,,,,,,,,,,,
102,5004,-1,5/22/2023,,,,,,,,,,,,,
102,5002,-2,5/23/2023,,,,,,,,,,,,,
102,5022,-1,5/23/2023,,,,,,,,,,,,,
102,5021,-1,5/24/2023,,,,,,,,,,,,,
102,5021,-1,5/24/2023,,,,,,,,,,,,,
102,5042,-2,5/24/2023,,,,,,,,,,,,,
102,5005,1,5/24/2023,,,,,,,,,,,,,
102,5021,-1,5/24/2023,,,,,,,,,,,,,
102,5042,-1,5/24/2023,,,,,,,,,,,,,
102,5042,-2,5/24/2023,,,,,,,,,,,,,
102,5005,1,5/24/2023,,,,,,,,,,,,,
102,5030,-1,5/25/2023,,,,,,,,,,,,,
102,5030,-1,5/25/2023,,,,,,,,,,,,,
